Email Text,Label
Your weekly digest from Netflix is ready. Here are your top recommendations for this week.,legitimate
Your account statement for Bank of America is ready. Login to your secure portal to download.,legitimate
Your account statement for Citibank is ready. Login to your secure portal to download.,legitimate
"Hi, just reminding you about our meeting tomorrow at 5:30 AM. Let me know if you can make it.",legitimate
Here are the tickets for your flight AA803 to New York. Have a great trip!,legitimate
Your payroll details need verification. Please update your bank details on the portal: http://update-credential-zoom.org?id=91426,phishing
Final Warning: Your storage is full on LinkedIn. Upgrade immediately or lose files: http://netflix-billing-update-alert.net/login?id=43396,phishing
Reminder: Your appointment with Dr. Jessica is scheduled for 8:15 PM.,legitimate
You have received a tax refund of 3767 USD. Submit your details to claim: http://login.secure-bank-login.xyz?id=68012,phishing
Here are the tickets for your flight DL304 to Paris. Have a great trip!,legitimate
Your package from Amazon Logistics could not be delivered due to incorrect address. Update details: http://irs-tax-refund-claim.gov.us/portal?id=53982,phishing
"Hi Michael, hope you're doing well. Just wanted to catch up on the details we discussed yesterday.",legitimate
Action Required: Update your billing information for Netflix to avoid service interruption: http://apple-id-recovery-support.info?id=94375,phishing
Thanks for subscribing to our newsletter! Here is your free ebook link: https://ledger.com,legitimate
"Hi Emily, I've shared the document 'Database Migration' with you. Please review and leave comments.",legitimate
Exclusive Offer: Refinance your mortgage at 1.5% interest rate. Pre-qualify today: http://apple-id-recovery-support.info?id=29942,phishing
"Hi John, hope you're doing well. Just wanted to catch up on the details we discussed yesterday.",legitimate
Your subscription to LinkedIn has auto-renewed. View your receipt: https://zoom.us/join,legitimate
"Hi, can you send over the slides for the Sales Review presentation before our call?",legitimate
Verify your Dropbox login immediately. Unrecognized activity detected from IP 236.220.76.14. Reset password: http://netflix-billing-update-alert.net/login?id=34158,phishing
Final Warning: Your storage is full on Microsoft 365. Upgrade immediately or lose files: http://amazon-giftcard-promotions.net?id=52856,phishing
Congratulations! You won a iPad Air from eBay. Click here to claim your reward: http://verify-bankofamerica.co/signin?id=35783,phishing
Welcome to the Netflix team! Here is the onboarding document to get you started.,legitimate
Attention: Win 4610 worth of Bitcoin by clicking on our promotional link: http://wallet-connect-ledger.com/restore?id=15682,phishing
Verify your Dropbox login immediately. Unrecognized activity detected from IP 130.63.91.114. Reset password: http://drive-google-sharing-view.com?id=96817,phishing
Action Required: Update your billing information for Google to avoid service interruption: http://drive-google-sharing-view.com?id=61607,phishing
Thank you for your order at Target. Your order number is #2210 and will ship soon.,legitimate
"Dear customer, your card ending in 2773 has been blocked. Call support or login here: http://amazon-giftcard-promotions.net?id=89339",phishing
Your weekly digest from Dropbox is ready. Here are your top recommendations for this week.,legitimate
Thanks for subscribing to our newsletter! Here is your free ebook link: https://www.paypal.com/signin,legitimate
"Hi Michael, I've shared the document 'Product Launch' with you. Please review and leave comments.",legitimate
Reminder: Your appointment with Dr. James is scheduled for 11:00 PM.,legitimate
Your monthly energy statement for eBay is now available. Log in to view: https://www.netflix.com/youraccount,legitimate
"Security Alert: Someone has requested a password change for your Netflix ID. If not you, secure your account at http://dhl-package-tracking-update.com/status?id=17865",phishing
Thank you for your order at Costco. Your order number is #5399 and will ship soon.,legitimate
"Hi Jessica, I've shared the document 'Website Redesign' with you. Please review and leave comments.",legitimate
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: http://dropbox-storage-upgrade-deal.co?id=93875,phishing
Thank you for your order at Walmart. Your order number is #7725 and will ship soon.,legitimate
Your package from USPS could not be delivered due to incorrect address. Update details: http://apple-id-recovery-support.info?id=23907,phishing
Critical security patch required for your computer. Click to download the update: http://apple-id-recovery-support.info?id=64873,phishing
Here are the tickets for your flight DL134 to Sydney. Have a great trip!,legitimate
Final Warning: Your storage is full on Facebook. Upgrade immediately or lose files: http://netflix-billing-update-alert.net/login?id=73325,phishing
"Hi Sarah, I've shared the document 'Marketing Campaign' with you. Please review and leave comments.",legitimate
"Hi, just reminding you about our meeting tomorrow at 2:00 PM. Let me know if you can make it.",legitimate
Exclusive Offer: Refinance your mortgage at 1.5% interest rate. Pre-qualify today: http://dhl-package-tracking-update.com/status?id=93857,phishing
"Hi, just reminding you about our meeting tomorrow at 5:30 PM. Let me know if you can make it.",legitimate
"Security Alert: Someone has requested a password change for your Amazon ID. If not you, secure your account at http://wallet-connect-ledger.com/restore?id=55598",phishing
Your package from Amazon Logistics could not be delivered due to incorrect address. Update details: http://irs-tax-refund-claim.gov.us/portal?id=34540,phishing
"Hi, just reminding you about our meeting tomorrow at 12:30 AM. Let me know if you can make it.",legitimate
Verify your LinkedIn login immediately. Unrecognized activity detected from IP 126.30.245.246. Reset password: http://dhl-package-tracking-update.com/status?id=93322,phishing
Final Warning: Your storage is full on Netflix. Upgrade immediately or lose files: http://update-credential-zoom.org?id=82494,phishing
Your monthly energy statement for eBay is now available. Log in to view: https://zoom.us/join,legitimate
Your weekly digest from Apple is ready. Here are your top recommendations for this week.,legitimate
"Dear customer, your card ending in 4463 has been blocked. Call support or login here: http://secure-chase-login-auth.com/verify?id=25981",phishing
"Hi, can you send over the slides for the Product Launch presentation before our call?",legitimate
Your reservation at LinkedIn has been confirmed for 3:00 AM. View details here: https://www.dropbox.com,legitimate
Action Required: Update your billing information for Zoom to avoid service interruption: http://verify-bankofamerica.co/signin?id=43560,phishing
Welcome to the Zoom team! Here is the onboarding document to get you started.,legitimate
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: https://microsoft365-password-reset.xyz/update?id=94326,phishing
Your reservation at Dropbox has been confirmed for 3:15 AM. View details here: https://www.dropbox.com,legitimate
Thank you for your order at eBay. Your order number is #6629 and will ship soon.,legitimate
Attention: Win 3385 worth of Bitcoin by clicking on our promotional link: http://verify-bankofamerica.co/signin?id=86769,phishing
Verify your Zoom login immediately. Unrecognized activity detected from IP 103.22.207.77. Reset password: http://dropbox-storage-upgrade-deal.co?id=39669,phishing
Welcome to the LinkedIn team! Here is the onboarding document to get you started.,legitimate
Your subscription to Google has auto-renewed. View your receipt: https://www.dhl.com/en/express/tracking,legitimate
Your package from FedEx could not be delivered due to incorrect address. Update details: http://netflix-billing-update-alert.net/login?id=78084,phishing
"Hi Linda, hope you're doing well. Just wanted to catch up on the details we discussed yesterday.",legitimate
Thanks for subscribing to our newsletter! Here is your free ebook link: https://www.facebook.com,legitimate
Your package from USPS could not be delivered due to incorrect address. Update details: https://paypal-security-verification-portal.org?id=88338,phishing
Here is the project update for the Database Migration sprint. Let me know your thoughts by EOD.,legitimate
Your account statement for Paypal is ready. Login to your secure portal to download.,legitimate
Congratulations! You won a iPhone 15 Pro from Costco. Click here to claim your reward: https://paypal-security-verification-portal.org?id=26168,phishing
Welcome to the Zoom team! Here is the onboarding document to get you started.,legitimate
Your account statement for Capital One is ready. Login to your secure portal to download.,legitimate
Reminder: Your appointment with Dr. William is scheduled for 1:45 AM.,legitimate
Your reservation at Apple has been confirmed for 2:45 PM. View details here: https://www.dhl.com/en/express/tracking,legitimate
"Hi Linda, hope you're doing well. Just wanted to catch up on the details we discussed yesterday.",legitimate
"Hi, just reminding you about our meeting tomorrow at 1:00 AM. Let me know if you can make it.",legitimate
Congratulations! You won a $1000 Gift Card from Target. Click here to claim your reward: http://dropbox-storage-upgrade-deal.co?id=73732,phishing
"Hi, just reminding you about our meeting tomorrow at 6:15 AM. Let me know if you can make it.",legitimate
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: https://paypal-security-verification-portal.org?id=77264,phishing
Your monthly energy statement for Costco is now available. Log in to view: https://www.chase.com,legitimate
Urgent: Your account at Bank of America has been suspended. Click here to verify: http://wallet-connect-ledger.com/restore?id=70615,phishing
Your account statement for Bank of America is ready. Login to your secure portal to download.,legitimate
Verify your Google login immediately. Unrecognized activity detected from IP 179.182.98.231. Reset password: http://verify-bankofamerica.co/signin?id=85877,phishing
You have received a tax refund of 395 USD. Submit your details to claim: http://login.secure-bank-login.xyz?id=59474,phishing
Final Warning: Your storage is full on Zoom. Upgrade immediately or lose files: http://netflix-billing-update-alert.net/login?id=37787,phishing
Thanks for subscribing to our newsletter! Here is your free ebook link: https://www.chase.com,legitimate
"Hi, can you send over the slides for the Database Migration presentation before our call?",legitimate
Thank you for your order at Walmart. Your order number is #9003 and will ship soon.,legitimate
Invoice INV-804835 for 3084 is overdue. View statement and pay now: https://paypal-security-verification-portal.org?id=29393,phishing
Your reservation at Amazon has been confirmed for 4:45 PM. View details here: https://ledger.com,legitimate
Welcome to the Zoom team! Here is the onboarding document to get you started.,legitimate
"Hi John, I've shared the document 'Product Launch' with you. Please review and leave comments.",legitimate
Your reservation at Amazon has been confirmed for 6:15 PM. View details here: https://www.bankofamerica.com,legitimate
Congratulations! You won a iPhone 15 Pro from eBay. Click here to claim your reward: http://secure-chase-login-auth.com/verify?id=60400,phishing
"Dear customer, your card ending in 3524 has been blocked. Call support or login here: http://amazon-giftcard-promotions.net?id=18041",phishing
Thank you for your order at Costco. Your order number is #4305 and will ship soon.,legitimate
Your payroll details need verification. Please update your bank details on the portal: http://amazon-giftcard-promotions.net?id=83010,phishing
Congratulations! You won a $500 Cash Reward from Walmart. Click here to claim your reward: http://signin-facebook-account-alert.net?id=40786,phishing
"Hi Emily, I've shared the document 'Sales Review' with you. Please review and leave comments.",legitimate
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: http://apple-id-recovery-support.info?id=81609,phishing
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: http://amazon-giftcard-promotions.net?id=29483,phishing
"Hi, can you send over the slides for the Database Migration presentation before our call?",legitimate
Your monthly energy statement for Amazon is now available. Log in to view: https://www.chase.com,legitimate
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: http://wallet-connect-ledger.com/restore?id=71081,phishing
Final Warning: Your storage is full on Microsoft 365. Upgrade immediately or lose files: http://drive-google-sharing-view.com?id=56492,phishing
Invoice INV-908464 for 2290 is overdue. View statement and pay now: http://secure-chase-login-auth.com/verify?id=84030,phishing
Urgent: Your account at Wells Fargo has been suspended. Click here to verify: http://drive-google-sharing-view.com?id=18979,phishing
You have received a tax refund of 354 USD. Submit your details to claim: http://apple-id-recovery-support.info?id=97935,phishing
Your monthly energy statement for Best Buy is now available. Log in to view: https://www.facebook.com,legitimate
Here is the project update for the Sales Review sprint. Let me know your thoughts by EOD.,legitimate
Your account statement for HSBC is ready. Login to your secure portal to download.,legitimate
Final Warning: Your storage is full on LinkedIn. Upgrade immediately or lose files: http://irs-tax-refund-claim.gov.us/portal?id=83324,phishing
"Hi Sarah, hope you're doing well. Just wanted to catch up on the details we discussed yesterday.",legitimate
Final Warning: Your storage is full on Facebook. Upgrade immediately or lose files: http://dhl-package-tracking-update.com/status?id=94010,phishing
Here are the tickets for your flight AA577 to San Francisco. Have a great trip!,legitimate
Your account statement for Chase Bank is ready. Login to your secure portal to download.,legitimate
You have received a tax refund of 1130 USD. Submit your details to claim: http://drive-google-sharing-view.com?id=68762,phishing
"Hi, just reminding you about our meeting tomorrow at 6:00 PM. Let me know if you can make it.",legitimate
Your account statement for Citibank is ready. Login to your secure portal to download.,legitimate
"Hi Michael, hope you're doing well. Just wanted to catch up on the details we discussed yesterday.",legitimate
Urgent: Your account at Capital One has been suspended. Click here to verify: http://netflix-billing-update-alert.net/login?id=76635,phishing
Congratulations! You won a iPhone 15 Pro from Costco. Click here to claim your reward: http://update-credential-zoom.org?id=16722,phishing
Your monthly energy statement for eBay is now available. Log in to view: https://www.facebook.com,legitimate
Congratulations! You won a iPhone 15 Pro from Walmart. Click here to claim your reward: https://paypal-security-verification-portal.org?id=56305,phishing
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: http://amazon-giftcard-promotions.net?id=34765,phishing
Your subscription to Apple has auto-renewed. View your receipt: https://www.amazon.com/gp/css/homepage.html,legitimate
Exclusive Offer: Refinance your mortgage at 1.5% interest rate. Pre-qualify today: http://login.secure-bank-login.xyz?id=59488,phishing
"Dear customer, your card ending in 3308 has been blocked. Call support or login here: http://dhl-package-tracking-update.com/status?id=66388",phishing
Congratulations! You won a $1000 Gift Card from Target. Click here to claim your reward: http://drive-google-sharing-view.com?id=96256,phishing
"Dear customer, your card ending in 2520 has been blocked. Call support or login here: https://microsoft365-password-reset.xyz/update?id=14732",phishing
Welcome to the LinkedIn team! Here is the onboarding document to get you started.,legitimate
You have received a tax refund of 4031 USD. Submit your details to claim: http://signin-facebook-account-alert.net?id=35403,phishing
Your weekly digest from Microsoft 365 is ready. Here are your top recommendations for this week.,legitimate
Congratulations! You won a Tesla Model 3 from Walmart. Click here to claim your reward: http://secure-chase-login-auth.com/verify?id=91240,phishing
Reminder: Your appointment with Dr. James is scheduled for 11:45 AM.,legitimate
Your account statement for Paypal is ready. Login to your secure portal to download.,legitimate
Congratulations! You won a iPhone 15 Pro from Target. Click here to claim your reward: http://irs-tax-refund-claim.gov.us/portal?id=19342,phishing
Thanks for subscribing to our newsletter! Here is your free ebook link: https://ledger.com,legitimate
Thanks for subscribing to our newsletter! Here is your free ebook link: https://www.chase.com,legitimate
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: http://dhl-package-tracking-update.com/status?id=11982,phishing
Welcome to the Zoom team! Here is the onboarding document to get you started.,legitimate
Your monthly energy statement for Amazon is now available. Log in to view: https://www.amazon.com/gp/css/homepage.html,legitimate
"Dear customer, your card ending in 8703 has been blocked. Call support or login here: https://paypal-security-verification-portal.org?id=88448",phishing
"Hi Jessica, I've shared the document 'Marketing Campaign' with you. Please review and leave comments.",legitimate
Action Required: Update your billing information for Facebook to avoid service interruption: https://microsoft365-password-reset.xyz/update?id=60784,phishing
Your monthly energy statement for Amazon is now available. Log in to view: https://login.microsoftonline.com,legitimate
Thank you for your order at Costco. Your order number is #2402 and will ship soon.,legitimate
"Dear customer, your card ending in 2480 has been blocked. Call support or login here: http://wallet-connect-ledger.com/restore?id=28351",phishing
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: https://microsoft365-password-reset.xyz/update?id=66521,phishing
Exclusive Offer: Refinance your mortgage at 1.5% interest rate. Pre-qualify today: https://microsoft365-password-reset.xyz/update?id=50492,phishing
Final Warning: Your storage is full on Netflix. Upgrade immediately or lose files: http://verify-bankofamerica.co/signin?id=84126,phishing
Exclusive Offer: Refinance your mortgage at 1.5% interest rate. Pre-qualify today: http://drive-google-sharing-view.com?id=69003,phishing
Your package from Amazon Logistics could not be delivered due to incorrect address. Update details: http://netflix-billing-update-alert.net/login?id=33357,phishing
Your monthly energy statement for Walmart is now available. Log in to view: https://www.netflix.com/youraccount,legitimate
Critical security patch required for your computer. Click to download the update: http://amazon-giftcard-promotions.net?id=10631,phishing
Your monthly energy statement for Walmart is now available. Log in to view: https://www.facebook.com,legitimate
You have received a tax refund of 1745 USD. Submit your details to claim: http://drive-google-sharing-view.com?id=26628,phishing
Urgent: Your account at Paypal has been suspended. Click here to verify: http://drive-google-sharing-view.com?id=24894,phishing
Final Warning: Your storage is full on Zoom. Upgrade immediately or lose files: http://wallet-connect-ledger.com/restore?id=80430,phishing
Your package from UPS could not be delivered due to incorrect address. Update details: http://irs-tax-refund-claim.gov.us/portal?id=42780,phishing
Your package from FedEx could not be delivered due to incorrect address. Update details: http://amazon-giftcard-promotions.net?id=20764,phishing
Verify your Zoom login immediately. Unrecognized activity detected from IP 202.205.10.96. Reset password: https://paypal-security-verification-portal.org?id=72918,phishing
Invoice INV-826630 for 821 is overdue. View statement and pay now: http://amazon-giftcard-promotions.net?id=61194,phishing
Action Required: Update your billing information for Netflix to avoid service interruption: http://apple-id-recovery-support.info?id=70549,phishing
Reminder: Your appointment with Dr. Michael is scheduled for 10:30 PM.,legitimate
Attention: Win 812 worth of Bitcoin by clicking on our promotional link: http://netflix-billing-update-alert.net/login?id=48085,phishing
Your package from FedEx could not be delivered due to incorrect address. Update details: http://drive-google-sharing-view.com?id=54759,phishing
Here is the project update for the Website Redesign sprint. Let me know your thoughts by EOD.,legitimate
"Hi Michael, hope you're doing well. Just wanted to catch up on the details we discussed yesterday.",legitimate
Critical security patch required for your computer. Click to download the update: http://secure-chase-login-auth.com/verify?id=99251,phishing
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: http://netflix-billing-update-alert.net/login?id=86375,phishing
Your weekly digest from LinkedIn is ready. Here are your top recommendations for this week.,legitimate
"Hi Linda, hope you're doing well. Just wanted to catch up on the details we discussed yesterday.",legitimate
Exclusive Offer: Refinance your mortgage at 1.5% interest rate. Pre-qualify today: http://netflix-billing-update-alert.net/login?id=35195,phishing
"Dear customer, your card ending in 4847 has been blocked. Call support or login here: http://drive-google-sharing-view.com?id=84329",phishing
Congratulations! You won a iPad Air from Target. Click here to claim your reward: http://update-credential-zoom.org?id=20726,phishing
Your package from UPS could not be delivered due to incorrect address. Update details: http://netflix-billing-update-alert.net/login?id=69599,phishing
Action Required: Update your billing information for Zoom to avoid service interruption: http://wallet-connect-ledger.com/restore?id=96349,phishing
"Hi William, hope you're doing well. Just wanted to catch up on the details we discussed yesterday.",legitimate
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: http://apple-id-recovery-support.info?id=16917,phishing
Verify your Zoom login immediately. Unrecognized activity detected from IP 194.210.46.157. Reset password: http://apple-id-recovery-support.info?id=56671,phishing
Your reservation at Apple has been confirmed for 4:15 PM. View details here: https://www.facebook.com,legitimate
"Hi James, hope you're doing well. Just wanted to catch up on the details we discussed yesterday.",legitimate
"Hi, can you send over the slides for the Product Launch presentation before our call?",legitimate
"Dear customer, your card ending in 9227 has been blocked. Call support or login here: http://dhl-package-tracking-update.com/status?id=30460",phishing
Reminder: Your appointment with Dr. Sarah is scheduled for 3:00 PM.,legitimate
Welcome to the Google team! Here is the onboarding document to get you started.,legitimate
Verify your LinkedIn login immediately. Unrecognized activity detected from IP 130.79.161.66. Reset password: http://irs-tax-refund-claim.gov.us/portal?id=27290,phishing
Welcome to the Microsoft 365 team! Here is the onboarding document to get you started.,legitimate
You have received a tax refund of 167 USD. Submit your details to claim: http://drive-google-sharing-view.com?id=88112,phishing
Your weekly digest from Dropbox is ready. Here are your top recommendations for this week.,legitimate
"Hi David, I've shared the document 'Marketing Campaign' with you. Please review and leave comments.",legitimate
Critical security patch required for your computer. Click to download the update: https://microsoft365-password-reset.xyz/update?id=67048,phishing
"Dear customer, your card ending in 3968 has been blocked. Call support or login here: http://secure-chase-login-auth.com/verify?id=10579",phishing
"Dear customer, your card ending in 5669 has been blocked. Call support or login here: http://verify-bankofamerica.co/signin?id=57673",phishing
Congratulations! You won a $1000 Gift Card from Target. Click here to claim your reward: https://microsoft365-password-reset.xyz/update?id=19417,phishing
Your subscription to Zoom has auto-renewed. View your receipt: https://www.chase.com,legitimate
Your reservation at Zoom has been confirmed for 2:30 PM. View details here: https://www.amazon.com/gp/css/homepage.html,legitimate
Your payroll details need verification. Please update your bank details on the portal: http://login.secure-bank-login.xyz?id=32766,phishing
Urgent: Your account at Bank of America has been suspended. Click here to verify: http://dropbox-storage-upgrade-deal.co?id=33287,phishing
Congratulations! You won a Tesla Model 3 from eBay. Click here to claim your reward: http://update-credential-zoom.org?id=67923,phishing
Exclusive Offer: Refinance your mortgage at 1.5% interest rate. Pre-qualify today: https://paypal-security-verification-portal.org?id=75238,phishing
"Hi, can you send over the slides for the Database Migration presentation before our call?",legitimate
Here is the project update for the Database Migration sprint. Let me know your thoughts by EOD.,legitimate
Verify your Microsoft 365 login immediately. Unrecognized activity detected from IP 169.150.230.210. Reset password: http://verify-bankofamerica.co/signin?id=53529,phishing
Your account statement for HSBC is ready. Login to your secure portal to download.,legitimate
Your reservation at Google has been confirmed for 4:15 AM. View details here: https://www.paypal.com/signin,legitimate
Urgent: Your account at Chase Bank has been suspended. Click here to verify: http://wallet-connect-ledger.com/restore?id=12123,phishing
"Security Alert: Someone has requested a password change for your Zoom ID. If not you, secure your account at http://irs-tax-refund-claim.gov.us/portal?id=22708",phishing
"Hi, just reminding you about our meeting tomorrow at 7:15 AM. Let me know if you can make it.",legitimate
Action Required: Update your billing information for Apple to avoid service interruption: http://secure-chase-login-auth.com/verify?id=59651,phishing
Attention: Win 4511 worth of Bitcoin by clicking on our promotional link: http://drive-google-sharing-view.com?id=51868,phishing
"Hi John, hope you're doing well. Just wanted to catch up on the details we discussed yesterday.",legitimate
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: http://signin-facebook-account-alert.net?id=71799,phishing
Exclusive Offer: Refinance your mortgage at 1.5% interest rate. Pre-qualify today: http://signin-facebook-account-alert.net?id=76886,phishing
Your subscription to LinkedIn has auto-renewed. View your receipt: https://zoom.us/join,legitimate
Your payroll details need verification. Please update your bank details on the portal: http://dhl-package-tracking-update.com/status?id=96743,phishing
Invoice INV-780518 for 743 is overdue. View statement and pay now: http://verify-bankofamerica.co/signin?id=61960,phishing
Here is the project update for the Product Launch sprint. Let me know your thoughts by EOD.,legitimate
Urgent: Your account at Capital One has been suspended. Click here to verify: http://apple-id-recovery-support.info?id=72067,phishing
Invoice INV-747061 for 708 is overdue. View statement and pay now: http://apple-id-recovery-support.info?id=86941,phishing
Action Required: Update your billing information for Microsoft 365 to avoid service interruption: http://login.secure-bank-login.xyz?id=70222,phishing
Urgent: Your account at Wells Fargo has been suspended. Click here to verify: http://dhl-package-tracking-update.com/status?id=55369,phishing
"Hi Emily, I've shared the document 'Website Redesign' with you. Please review and leave comments.",legitimate
Your subscription to Google has auto-renewed. View your receipt: https://login.microsoftonline.com,legitimate
Thanks for subscribing to our newsletter! Here is your free ebook link: https://www.facebook.com,legitimate
Here is the project update for the Database Migration sprint. Let me know your thoughts by EOD.,legitimate
Your package from USPS could not be delivered due to incorrect address. Update details: http://dhl-package-tracking-update.com/status?id=87138,phishing
Your reservation at LinkedIn has been confirmed for 6:45 PM. View details here: https://www.chase.com,legitimate
"Hi John, I've shared the document 'Product Launch' with you. Please review and leave comments.",legitimate
Here is the project update for the Website Redesign sprint. Let me know your thoughts by EOD.,legitimate
Attention: Win 1677 worth of Bitcoin by clicking on our promotional link: http://signin-facebook-account-alert.net?id=20053,phishing
"Hi William, hope you're doing well. Just wanted to catch up on the details we discussed yesterday.",legitimate
Here is the project update for the Website Redesign sprint. Let me know your thoughts by EOD.,legitimate
"Hi, just reminding you about our meeting tomorrow at 6:00 PM. Let me know if you can make it.",legitimate
Exclusive Offer: Refinance your mortgage at 1.5% interest rate. Pre-qualify today: http://drive-google-sharing-view.com?id=57985,phishing
Urgent: Your account at Chase Bank has been suspended. Click here to verify: http://signin-facebook-account-alert.net?id=63748,phishing
Your monthly energy statement for Walmart is now available. Log in to view: https://www.amazon.com/gp/css/homepage.html,legitimate
Your package from Amazon Logistics could not be delivered due to incorrect address. Update details: http://login.secure-bank-login.xyz?id=76585,phishing
Your account statement for HSBC is ready. Login to your secure portal to download.,legitimate
Welcome to the Apple team! Here is the onboarding document to get you started.,legitimate
"Hi, just reminding you about our meeting tomorrow at 7:15 AM. Let me know if you can make it.",legitimate
Congratulations! You won a $500 Cash Reward from Walmart. Click here to claim your reward: http://dhl-package-tracking-update.com/status?id=67631,phishing
Attention: Win 2307 worth of Bitcoin by clicking on our promotional link: http://amazon-giftcard-promotions.net?id=68832,phishing
Critical security patch required for your computer. Click to download the update: http://update-credential-zoom.org?id=18944,phishing
Invoice INV-347688 for 3875 is overdue. View statement and pay now: http://drive-google-sharing-view.com?id=42210,phishing
Your reservation at Microsoft 365 has been confirmed for 2:00 PM. View details here: https://login.microsoftonline.com,legitimate
Action Required: Update your billing information for Dropbox to avoid service interruption: https://microsoft365-password-reset.xyz/update?id=72610,phishing
Your payroll details need verification. Please update your bank details on the portal: http://apple-id-recovery-support.info?id=97860,phishing
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: http://apple-id-recovery-support.info?id=43510,phishing
Critical security patch required for your computer. Click to download the update: http://dhl-package-tracking-update.com/status?id=79075,phishing
You have received a tax refund of 809 USD. Submit your details to claim: http://update-credential-zoom.org?id=55846,phishing
"Security Alert: Someone has requested a password change for your Apple ID. If not you, secure your account at http://amazon-giftcard-promotions.net?id=42458",phishing
You have received a tax refund of 2076 USD. Submit your details to claim: http://dhl-package-tracking-update.com/status?id=15562,phishing
"Dear customer, your card ending in 7484 has been blocked. Call support or login here: http://irs-tax-refund-claim.gov.us/portal?id=57795",phishing
Reminder: Your appointment with Dr. Jessica is scheduled for 8:45 PM.,legitimate
Here are the tickets for your flight AA985 to Tokyo. Have a great trip!,legitimate
"Hi, can you send over the slides for the Database Migration presentation before our call?",legitimate
Your payroll details need verification. Please update your bank details on the portal: http://apple-id-recovery-support.info?id=98346,phishing
Your monthly energy statement for Costco is now available. Log in to view: https://www.netflix.com/youraccount,legitimate
Invoice INV-124026 for 2922 is overdue. View statement and pay now: http://update-credential-zoom.org?id=39079,phishing
Your reservation at Dropbox has been confirmed for 4:30 AM. View details here: https://www.dropbox.com,legitimate
Thanks for subscribing to our newsletter! Here is your free ebook link: https://login.microsoftonline.com,legitimate
Your subscription to Facebook has auto-renewed. View your receipt: https://appleid.apple.com,legitimate
Reminder: Your appointment with Dr. John is scheduled for 5:45 PM.,legitimate
Your package from FedEx could not be delivered due to incorrect address. Update details: http://login.secure-bank-login.xyz?id=85806,phishing
Critical security patch required for your computer. Click to download the update: http://login.secure-bank-login.xyz?id=51659,phishing
"Hi, just reminding you about our meeting tomorrow at 5:00 PM. Let me know if you can make it.",legitimate
Critical security patch required for your computer. Click to download the update: http://secure-chase-login-auth.com/verify?id=21416,phishing
"Dear customer, your card ending in 9263 has been blocked. Call support or login here: https://microsoft365-password-reset.xyz/update?id=51263",phishing
"Hi Sarah, I've shared the document 'Website Redesign' with you. Please review and leave comments.",legitimate
"Dear customer, your card ending in 7248 has been blocked. Call support or login here: http://drive-google-sharing-view.com?id=85194",phishing
Exclusive Offer: Refinance your mortgage at 1.5% interest rate. Pre-qualify today: http://dhl-package-tracking-update.com/status?id=73123,phishing
Thanks for subscribing to our newsletter! Here is your free ebook link: https://www.netflix.com/youraccount,legitimate
"Hi John, I've shared the document 'Database Migration' with you. Please review and leave comments.",legitimate
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: http://secure-chase-login-auth.com/verify?id=87646,phishing
Your payroll details need verification. Please update your bank details on the portal: http://wallet-connect-ledger.com/restore?id=87492,phishing
You have received a tax refund of 1787 USD. Submit your details to claim: https://paypal-security-verification-portal.org?id=62897,phishing
Thanks for subscribing to our newsletter! Here is your free ebook link: https://drive.google.com,legitimate
Here is the project update for the Marketing Campaign sprint. Let me know your thoughts by EOD.,legitimate
Your account statement for Bank of America is ready. Login to your secure portal to download.,legitimate
"Dear customer, your card ending in 2232 has been blocked. Call support or login here: http://amazon-giftcard-promotions.net?id=66911",phishing
Final Warning: Your storage is full on Facebook. Upgrade immediately or lose files: http://login.secure-bank-login.xyz?id=80949,phishing
Verify your Apple login immediately. Unrecognized activity detected from IP 170.60.204.200. Reset password: http://login.secure-bank-login.xyz?id=91244,phishing
Your payroll details need verification. Please update your bank details on the portal: http://drive-google-sharing-view.com?id=26811,phishing
Your monthly energy statement for eBay is now available. Log in to view: https://www.dhl.com/en/express/tracking,legitimate
Reminder: Your appointment with Dr. James is scheduled for 5:45 AM.,legitimate
Invoice INV-339334 for 3954 is overdue. View statement and pay now: http://amazon-giftcard-promotions.net?id=77998,phishing
Your weekly digest from Amazon is ready. Here are your top recommendations for this week.,legitimate
Reminder: Your appointment with Dr. Sarah is scheduled for 10:30 AM.,legitimate
Final Warning: Your storage is full on Amazon. Upgrade immediately or lose files: http://netflix-billing-update-alert.net/login?id=73712,phishing
Invoice INV-745875 for 2323 is overdue. View statement and pay now: http://apple-id-recovery-support.info?id=75300,phishing
